"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭","--- WORK_DTTM"
"12977","퇴계로80길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.154"
"12978","퇴계로81가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.154"
"12979","퇴계로81길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.154"
"12980","퇴계로83길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.154"
"12981","퇴계로84길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.159"
"12982","퇴계로85길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.159"
"12983","퇴계로86가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.159"
"12984","퇴계로86길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.159"
"12985","퇴계로87길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.159"
"12986","퇴계로88가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.159"
"12987","퇴계로88길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.159"
"12988","퇴계로88나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.159"
"12989","퇴계로88다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.159"
"12990","퇴계로8길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.159"
"12991","퇴계로90길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.164"
"12992","팔판~효자선","일반도로","보조간선도로","중로1류","폭20-25m","2026-01-22 11:18:08.164"
"12993","팔판길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.164"
"12994","평창10길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.164"
"12995","평창11길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.164"
"12996","평창12길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.164"
"12997","평창13길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.164"
"12998","평창14길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.164"
"12999","평창15길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.164"
"13000","평창16길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.164"
"13001","평창17길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.169"
"13002","평창1길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.169"
"13003","평창20길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.169"
"13004","평창21길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.169"
"13005","평창22길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.169"
"13006","평창23길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.169"
"13007","평창24길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.169"
"13008","평창25길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.169"
"13009","평창26길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.169"
"13010","평창2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.169"
"13011","평창30길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.174"
"13012","평창31길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.174"
"13013","평창32길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.174"
"13014","평창33길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.174"
"13015","평창34길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.174"
"13016","평창35길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.174"
"13017","평창36길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.174"
"13018","평창3길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.174"
"13019","평창40길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.174"
"13020","평창42길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.174"
"13021","평창44길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.178"
"13022","평창4길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.178"
"13023","평창5길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.178"
"13024","평창6길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.178"
"13025","평창7길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.178"
"13026","평창8길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.178"
"13027","평창길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.179"
"13028","평창문화로","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.179"
"13029","포방터10길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:08.179"
"13030","포방터2가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.179"
"13031","포방터2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.183"
"13032","포방터2나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.183"
"13033","포방터2다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.183"
"13034","포방터2라길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.183"
"13035","포방터4길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.183"
"13036","포방터4안길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.183"
"13037","포방터6길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.183"
"13038","포방터8길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.183"
"13039","포방터길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.183"
"13040","포은로","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.183"
"13041","포은로2가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.188"
"13042","포은로2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.188"
"13043","포은로2나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.188"
"13044","포은로5길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.188"
"13045","포은로6길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.188"
"13046","포은로8길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.188"
"13047","풍산로","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:08.188"
"13048","풍성로","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.188"
"13049","풍성로10길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.188"
"13050","풍성로12길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.188"
"13051","풍성로14길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.193"
"13052","풍성로15길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.193"
"13053","풍성로16길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.193"
"13054","풍성로18길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.193"
"13055","풍성로20길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.193"
"13056","풍성로21길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.193"
"13057","풍성로22길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.193"
"13058","풍성로23길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.193"
"13059","풍성로24길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.193"
"13060","풍성로25가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.193"
"13061","풍성로25길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.197"
"13062","풍성로25나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.197"
"13063","풍성로25다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.197"
"13064","풍성로26길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.197"
"13065","풍성로27길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.197"
"13066","풍성로29길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.197"
"13067","풍성로2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.197"
"13068","풍성로31길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.197"
"13069","풍성로35길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.197"
"13070","풍성로37가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.197"
"13071","풍성로37길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.202"
"13072","풍성로38길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:08.202"
"13073","풍성로39길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.202"
"13074","풍성로41길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.202"
"13075","풍성로42길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.202"
"13076","풍성로45길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.202"
"13077","풍성로4길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.202"
"13078","풍성로51길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:08.202"
"13079","풍성로52길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.202"
"13080","풍성로53길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.202"
"13081","풍성로54길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.206"
"13082","풍성로55길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.206"
"13083","풍성로56길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.206"
"13084","풍성로57길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.206"
"13085","풍성로58길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.206"
"13086","풍성로5길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.206"
"13087","풍성로61길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.206"
"13088","풍성로63길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.206"
"13089","풍성로65길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.206"
"13090","풍성로67길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.206"
"13091","풍성로6가길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.211"
"13092","풍성로6길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.211"
"13093","풍성로73길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:08.211"
"13094","풍성로7길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.211"
"13095","풍성로8길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.211"
"13096","피마길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.211"
"13097","필동~도봉선","일반도로","주간선도로","대로2류","폭30-35m","2026-01-22 11:18:08.211"
"13098","필동~와룡선","일반도로","보조간선도로","중로1류","폭20-25m","2026-01-22 11:18:08.211"
"13099","필동로","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.211"
"13100","필동로1길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.211"
"13101","필동로3길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.216"
"13102","필동로5길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.216"
"13103","필동로6길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.216"
"13104","필동로8가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.216"
"13105","필동로8길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.216"
"13106","필운대로","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.216"
"13107","필운대로10길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.216"
"13108","필운대로11길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.216"
"13109","필운대로13길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.216"
"13110","필운대로1길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.216"
"13111","필운대로2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.22"
"13112","필운대로3길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.22"
"13113","필운대로5가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.22"
"13114","필운대로5길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.22"
"13115","필운대로5나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:08.22"
